City,Country,Region,Continent,Month,Item,Item_Category,Price_USD,Exchange_Rate,YoY_Inflation_Estimate_Pct,FAO_Index_Value,Population_Estimate,Breakfast_Basket_USD
Munich,Germany,Western Europe,Europe,2025-11-01,fresh white bread (500g),Bakery,2.41,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,fresh white bread (500g),Bakery,2.55,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,fresh white bread (500g),Bakery,2.45,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,fresh white bread (500g),Bakery,2.55,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,fresh white bread (500g),Bakery,2.49,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,white rice (1 kg),Grains,2.59,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,white rice (1 kg),Grains,2.53,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,white rice (1 kg),Grains,2.62,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,white rice (1 kg),Grains,2.54,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,white rice (1 kg),Grains,2.56,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,white rice (1 kg),Grains,2.6,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,4.05,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,4.19,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,4.4,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,4.19,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,4.34,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,4.32,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,local cheese (1 kg),Dairy,16.0,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,local cheese (1 kg),Dairy,16.56,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,local cheese (1 kg),Dairy,16.37,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,local cheese (1 kg),Dairy,16.06,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,local cheese (1 kg),Dairy,17.08,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,local cheese (1 kg),Dairy,16.69,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,chicken fillets (1 kg),Meat,14.67,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,chicken fillets (1 kg),Meat,14.12,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,chicken fillets (1 kg),Meat,14.53,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,chicken fillets (1 kg),Meat,14.56,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,chicken fillets (1 kg),Meat,14.65,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,chicken fillets (1 kg),Meat,14.34,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,beef round (1 kg),Meat,17.63,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,beef round (1 kg),Meat,17.29,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,beef round (1 kg),Meat,17.27,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,beef round (1 kg),Meat,16.91,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,beef round (1 kg),Meat,17.82,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,beef round (1 kg),Meat,17.34,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,apples (1 kg),Fruits,3.67,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,apples (1 kg),Fruits,3.95,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,apples (1 kg),Fruits,3.9,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,apples (1 kg),Fruits,3.79,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,apples (1 kg),Fruits,3.83,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,apples (1 kg),Fruits,3.81,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,bananas (1 kg),Fruits,1.62,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,bananas (1 kg),Fruits,1.79,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,bananas (1 kg),Fruits,1.72,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,bananas (1 kg),Fruits,1.77,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,bananas (1 kg),Fruits,1.72,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,bananas (1 kg),Fruits,1.74,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,oranges (1 kg),Fruits,2.41,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,oranges (1 kg),Fruits,2.56,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,oranges (1 kg),Fruits,2.59,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,oranges (1 kg),Fruits,2.61,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,oranges (1 kg),Fruits,2.54,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,oranges (1 kg),Fruits,2.55,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,tomatoes (1 kg),Vegetables,3.37,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,tomatoes (1 kg),Vegetables,3.66,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,tomatoes (1 kg),Vegetables,3.76,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,tomatoes (1 kg),Vegetables,3.63,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,tomatoes (1 kg),Vegetables,3.64,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,tomatoes (1 kg),Vegetables,3.62,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,potatoes (1 kg),Vegetables,1.62,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,potatoes (1 kg),Vegetables,1.83,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,potatoes (1 kg),Vegetables,1.83,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,potatoes (1 kg),Vegetables,1.77,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,potatoes (1 kg),Vegetables,1.7,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,potatoes (1 kg),Vegetables,1.74,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,onions (1 kg),Vegetables,1.73,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,onions (1 kg),Vegetables,1.97,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,onions (1 kg),Vegetables,1.98,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,onions (1 kg),Vegetables,1.89,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,onions (1 kg),Vegetables,1.89,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,onions (1 kg),Vegetables,1.88,1.082,3.2,126.0,1472000,10.85
Munich,Germany,Western Europe,Europe,2025-10-01,lettuce (1 head),Vegetables,1.86,1.082,3.2,127.1,1472000,10.55
Munich,Germany,Western Europe,Europe,2025-11-01,lettuce (1 head),Vegetables,2.06,1.082,3.2,126.2,1472000,10.52
Munich,Germany,Western Europe,Europe,2025-12-01,lettuce (1 head),Vegetables,2.07,1.082,3.2,125.8,1472000,10.97
Munich,Germany,Western Europe,Europe,2026-01-01,lettuce (1 head),Vegetables,2.03,1.082,3.2,124.2,1472000,10.59
Munich,Germany,Western Europe,Europe,2026-02-01,lettuce (1 head),Vegetables,1.99,1.082,3.2,125.3,1472000,10.88
Munich,Germany,Western Europe,Europe,2026-03-01,lettuce (1 head),Vegetables,2.04,1.082,3.2,126.0,1472000,10.85
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,milk (1 liter),Dairy,1.46,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,milk (1 liter),Dairy,1.43,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,milk (1 liter),Dairy,1.46,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,milk (1 liter),Dairy,1.49,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,milk (1 liter),Dairy,1.45,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,milk (1 liter),Dairy,1.48,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,fresh white bread (500g),Bakery,2.45,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,fresh white bread (500g),Bakery,2.52,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,fresh white bread (500g),Bakery,2.58,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,fresh white bread (500g),Bakery,2.58,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,fresh white bread (500g),Bakery,2.48,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,fresh white bread (500g),Bakery,2.53,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,white rice (1 kg),Grains,2.55,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,white rice (1 kg),Grains,2.58,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,white rice (1 kg),Grains,2.71,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,white rice (1 kg),Grains,2.6,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,white rice (1 kg),Grains,2.67,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,white rice (1 kg),Grains,2.67,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,5.3,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,5.34,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,5.26,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,5.28,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,5.34,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,5.37,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,local cheese (1 kg),Dairy,15.35,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,local cheese (1 kg),Dairy,15.09,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,local cheese (1 kg),Dairy,15.04,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,local cheese (1 kg),Dairy,15.61,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,local cheese (1 kg),Dairy,15.08,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,local cheese (1 kg),Dairy,15.48,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,chicken fillets (1 kg),Meat,16.71,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,chicken fillets (1 kg),Meat,15.87,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,chicken fillets (1 kg),Meat,16.18,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,chicken fillets (1 kg),Meat,15.82,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,chicken fillets (1 kg),Meat,16.13,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,chicken fillets (1 kg),Meat,16.44,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,beef round (1 kg),Meat,17.83,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,beef round (1 kg),Meat,17.18,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,beef round (1 kg),Meat,17.91,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,beef round (1 kg),Meat,17.8,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,beef round (1 kg),Meat,17.51,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,beef round (1 kg),Meat,17.76,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,apples (1 kg),Fruits,2.81,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,apples (1 kg),Fruits,3.01,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,apples (1 kg),Fruits,3.09,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,apples (1 kg),Fruits,3.04,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,apples (1 kg),Fruits,2.9,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,apples (1 kg),Fruits,2.97,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,bananas (1 kg),Fruits,1.68,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,bananas (1 kg),Fruits,1.82,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,bananas (1 kg),Fruits,1.79,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,bananas (1 kg),Fruits,1.78,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,bananas (1 kg),Fruits,1.8,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,bananas (1 kg),Fruits,1.77,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,oranges (1 kg),Fruits,2.06,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,oranges (1 kg),Fruits,2.14,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,oranges (1 kg),Fruits,2.28,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,oranges (1 kg),Fruits,2.13,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,oranges (1 kg),Fruits,2.12,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,oranges (1 kg),Fruits,2.18,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,tomatoes (1 kg),Vegetables,3.48,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,tomatoes (1 kg),Vegetables,3.7,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,tomatoes (1 kg),Vegetables,3.87,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,tomatoes (1 kg),Vegetables,3.79,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,tomatoes (1 kg),Vegetables,3.76,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,tomatoes (1 kg),Vegetables,3.7,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,potatoes (1 kg),Vegetables,1.95,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,potatoes (1 kg),Vegetables,2.13,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,potatoes (1 kg),Vegetables,2.22,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,potatoes (1 kg),Vegetables,2.16,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,potatoes (1 kg),Vegetables,2.15,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,potatoes (1 kg),Vegetables,2.12,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,onions (1 kg),Vegetables,1.78,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,onions (1 kg),Vegetables,2.02,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,onions (1 kg),Vegetables,1.96,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,onions (1 kg),Vegetables,1.98,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,onions (1 kg),Vegetables,1.94,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,onions (1 kg),Vegetables,1.92,1.082,3.2,126.0,882633,12.05
Amsterdam,Netherlands,Western Europe,Europe,2025-10-01,lettuce (1 head),Vegetables,1.25,1.082,3.2,127.1,882633,11.76
Amsterdam,Netherlands,Western Europe,Europe,2025-11-01,lettuce (1 head),Vegetables,1.43,1.082,3.2,126.2,882633,11.87
Amsterdam,Netherlands,Western Europe,Europe,2025-12-01,lettuce (1 head),Vegetables,1.45,1.082,3.2,125.8,882633,12.01
Amsterdam,Netherlands,Western Europe,Europe,2026-01-01,lettuce (1 head),Vegetables,1.39,1.082,3.2,124.2,882633,11.95
Amsterdam,Netherlands,Western Europe,Europe,2026-02-01,lettuce (1 head),Vegetables,1.4,1.082,3.2,125.3,882633,11.94
Amsterdam,Netherlands,Western Europe,Europe,2026-03-01,lettuce (1 head),Vegetables,1.4,1.082,3.2,126.0,882633,12.05
Madrid,Spain,Western Europe,Europe,2025-10-01,milk (1 liter),Dairy,1.28,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,milk (1 liter),Dairy,1.24,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,milk (1 liter),Dairy,1.26,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,milk (1 liter),Dairy,1.23,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,milk (1 liter),Dairy,1.29,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,milk (1 liter),Dairy,1.29,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,fresh white bread (500g),Bakery,1.58,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,fresh white bread (500g),Bakery,1.57,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,fresh white bread (500g),Bakery,1.58,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,fresh white bread (500g),Bakery,1.59,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,fresh white bread (500g),Bakery,1.63,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,fresh white bread (500g),Bakery,1.61,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,white rice (1 kg),Grains,2.26,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,white rice (1 kg),Grains,2.23,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,white rice (1 kg),Grains,2.29,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,white rice (1 kg),Grains,2.31,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,white rice (1 kg),Grains,2.29,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,white rice (1 kg),Grains,2.33,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,"eggs (regular, 12)",Dairy & Eggs,3.35,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,"eggs (regular, 12)",Dairy & Eggs,3.3,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,"eggs (regular, 12)",Dairy & Eggs,3.53,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,"eggs (regular, 12)",Dairy & Eggs,3.43,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,"eggs (regular, 12)",Dairy & Eggs,3.46,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,"eggs (regular, 12)",Dairy & Eggs,3.48,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,local cheese (1 kg),Dairy,15.02,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,local cheese (1 kg),Dairy,15.28,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,local cheese (1 kg),Dairy,15.23,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,local cheese (1 kg),Dairy,14.59,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,local cheese (1 kg),Dairy,15.25,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,local cheese (1 kg),Dairy,15.24,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,chicken fillets (1 kg),Meat,9.17,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,chicken fillets (1 kg),Meat,8.98,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,chicken fillets (1 kg),Meat,8.86,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,chicken fillets (1 kg),Meat,9.02,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,chicken fillets (1 kg),Meat,9.05,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,chicken fillets (1 kg),Meat,9.01,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,beef round (1 kg),Meat,15.93,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,beef round (1 kg),Meat,15.01,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,beef round (1 kg),Meat,15.09,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,beef round (1 kg),Meat,15.3,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,beef round (1 kg),Meat,15.95,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,beef round (1 kg),Meat,15.52,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,apples (1 kg),Fruits,2.58,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,apples (1 kg),Fruits,2.7,1.082,3.2,126.2,3223334,8.34
Madrid,Spain,Western Europe,Europe,2025-12-01,apples (1 kg),Fruits,2.76,1.082,3.2,125.8,3223334,8.66
Madrid,Spain,Western Europe,Europe,2026-01-01,apples (1 kg),Fruits,2.69,1.082,3.2,124.2,3223334,8.56
Madrid,Spain,Western Europe,Europe,2026-02-01,apples (1 kg),Fruits,2.73,1.082,3.2,125.3,3223334,8.67
Madrid,Spain,Western Europe,Europe,2026-03-01,apples (1 kg),Fruits,2.69,1.082,3.2,126.0,3223334,8.71
Madrid,Spain,Western Europe,Europe,2025-10-01,bananas (1 kg),Fruits,1.42,1.082,3.2,127.1,3223334,8.47
Madrid,Spain,Western Europe,Europe,2025-11-01,bananas (1 kg),Fruits,1.52,1.082,3.2,126.2,3223334,8.34
