City,Country,ISO_Country_Code,Region,Continent,Month,Month_Name,Item,Item_Key,Item_Category,Quantity,Unit,Price_Local,Currency_Local,Price_USD,Exchange_Rate,YoY_Inflation_Estimate_Pct,Inflation_Source,FAO_Index_Value,FAO_Index_Date,FAO_YoY_Change_Pct,USDA_All_Food_Forecast_Pct,USDA_Food_At_Home_Pct,Data_Collection_Date,Source_URL,Population_Estimate,Breakfast_Basket_USD
Dublin,Ireland,IRL,Western Europe,Europe,2025-11,November 2025,Tomatoes (1 kg),Tomatoes_1kg,Vegetables,1.0,kg,3.92,EUR,4.24,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.36
Dublin,Ireland,IRL,Western Europe,Europe,2025-12,December 2025,Tomatoes (1 kg),Tomatoes_1kg,Vegetables,1.0,kg,4.04,EUR,4.37,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.67
Dublin,Ireland,IRL,Western Europe,Europe,2026-01,January 2026,Tomatoes (1 kg),Tomatoes_1kg,Vegetables,1.0,kg,3.96,EUR,4.29,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.62
Dublin,Ireland,IRL,Western Europe,Europe,2026-02,February 2026,Tomatoes (1 kg),Tomatoes_1kg,Vegetables,1.0,kg,3.92,EUR,4.24,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.79
Dublin,Ireland,IRL,Western Europe,Europe,2026-03,March 2026,Tomatoes (1 kg),Tomatoes_1kg,Vegetables,1.0,kg,3.89,EUR,4.21,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.69
Dublin,Ireland,IRL,Western Europe,Europe,2025-10,October 2025,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,1.95,EUR,2.11,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.42
Dublin,Ireland,IRL,Western Europe,Europe,2025-11,November 2025,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,2.19,EUR,2.37,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.36
Dublin,Ireland,IRL,Western Europe,Europe,2025-12,December 2025,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,2.16,EUR,2.34,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.67
Dublin,Ireland,IRL,Western Europe,Europe,2026-01,January 2026,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,2.13,EUR,2.3,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.62
Dublin,Ireland,IRL,Western Europe,Europe,2026-02,February 2026,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,2.12,EUR,2.29,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.79
Dublin,Ireland,IRL,Western Europe,Europe,2026-03,March 2026,Potatoes (1 kg),Potatoes_1kg,Vegetables,1.0,kg,2.09,EUR,2.26,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.69
Dublin,Ireland,IRL,Western Europe,Europe,2025-10,October 2025,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,1.84,EUR,1.99,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.42
Dublin,Ireland,IRL,Western Europe,Europe,2025-11,November 2025,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,2.05,EUR,2.22,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.36
Dublin,Ireland,IRL,Western Europe,Europe,2025-12,December 2025,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,2.1,EUR,2.27,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.67
Dublin,Ireland,IRL,Western Europe,Europe,2026-01,January 2026,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,2.07,EUR,2.24,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.62
Dublin,Ireland,IRL,Western Europe,Europe,2026-02,February 2026,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,1.98,EUR,2.14,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.79
Dublin,Ireland,IRL,Western Europe,Europe,2026-03,March 2026,Onions (1 kg),Onions_1kg,Vegetables,1.0,kg,2.02,EUR,2.19,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.69
Dublin,Ireland,IRL,Western Europe,Europe,2025-10,October 2025,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.21,EUR,1.31,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.42
Dublin,Ireland,IRL,Western Europe,Europe,2025-11,November 2025,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.43,EUR,1.55,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.36
Dublin,Ireland,IRL,Western Europe,Europe,2025-12,December 2025,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.42,EUR,1.54,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.67
Dublin,Ireland,IRL,Western Europe,Europe,2026-01,January 2026,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.39,EUR,1.5,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.62
Dublin,Ireland,IRL,Western Europe,Europe,2026-02,February 2026,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.38,EUR,1.49,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.79
Dublin,Ireland,IRL,Western Europe,Europe,2026-03,March 2026,Lettuce (1 Head),Lettuce_1hd,Vegetables,1.0,head,1.36,EUR,1.47,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Dublin,544107,11.69
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.09,EUR,1.18,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.09,EUR,1.18,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.09,EUR,1.18,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.13,EUR,1.22,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.14,EUR,1.23,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Milk (1 Liter),Milk_1L,Dairy,1.0,liter,1.12,EUR,1.21,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.6,EUR,1.73,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.65,EUR,1.79,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.66,EUR,1.8,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.65,EUR,1.78,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.62,EUR,1.75,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Fresh White Bread (500g),Bread_500g,Bakery,500.0,grams,1.65,EUR,1.78,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,1.9,EUR,2.06,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,2.01,EUR,2.17,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,2.0,EUR,2.16,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,2.03,EUR,2.2,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,2.01,EUR,2.18,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,White Rice (1 kg),Rice_1kg,Grains,1.0,kg,2.01,EUR,2.18,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.31,EUR,3.58,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.36,EUR,3.64,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.43,EUR,3.71,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.46,EUR,3.74,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.52,EUR,3.81,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,"Eggs (Regular, 12)",Eggs_12,Dairy & Eggs,12.0,pieces,3.43,EUR,3.71,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.11,EUR,13.1,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.14,EUR,13.14,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.1,EUR,13.09,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.26,EUR,13.27,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.05,EUR,13.04,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Local Cheese (1 kg),Cheese_1kg,Dairy,1.0,kg,12.11,EUR,13.1,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.58,EUR,8.2,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.99,EUR,8.65,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.74,EUR,8.37,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.76,EUR,8.4,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.92,EUR,8.57,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Chicken Fillets (1 kg),Chicken_1kg,Meat,1.0,kg,7.81,EUR,8.45,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.48,EUR,14.58,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.46,EUR,14.56,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.63,EUR,14.75,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.42,EUR,14.52,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.43,EUR,14.53,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Beef Round (1 kg),Beef_1kg,Meat,1.0,kg,13.42,EUR,14.52,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.17,EUR,2.35,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.3,EUR,2.49,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.26,EUR,2.45,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.29,EUR,2.48,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.3,EUR,2.49,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Apples (1 kg),Apples_1kg,Fruits,1.0,kg,2.27,EUR,2.46,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.25,EUR,1.35,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.35,EUR,1.46,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.39,EUR,1.5,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.33,EUR,1.44,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.36,EUR,1.47,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
Lisbon,Portugal,PRT,Western Europe,Europe,2026-03,March 2026,Bananas (1 kg),Bananas_1kg,Fruits,1.0,kg,1.34,EUR,1.45,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.0,March 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.88
Lisbon,Portugal,PRT,Western Europe,Europe,2025-10,October 2025,Oranges (1 kg),Oranges_1kg,Fruits,1.0,kg,1.76,EUR,1.9,1.082,3.2,ECB Staff Projections / IMF WEO 2026,127.1,October 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.55
Lisbon,Portugal,PRT,Western Europe,Europe,2025-11,November 2025,Oranges (1 kg),Oranges_1kg,Fruits,1.0,kg,1.99,EUR,2.15,1.082,3.2,ECB Staff Projections / IMF WEO 2026,126.2,November 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.78
Lisbon,Portugal,PRT,Western Europe,Europe,2025-12,December 2025,Oranges (1 kg),Oranges_1kg,Fruits,1.0,kg,1.96,EUR,2.12,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.8,December 2025,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.85
Lisbon,Portugal,PRT,Western Europe,Europe,2026-01,January 2026,Oranges (1 kg),Oranges_1kg,Fruits,1.0,kg,1.94,EUR,2.1,1.082,3.2,ECB Staff Projections / IMF WEO 2026,124.2,January 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.94
Lisbon,Portugal,PRT,Western Europe,Europe,2026-02,February 2026,Oranges (1 kg),Oranges_1kg,Fruits,1.0,kg,1.88,EUR,2.03,1.082,3.2,ECB Staff Projections / IMF WEO 2026,125.3,February 2026,-1.0,3.1,2.5,2026-03-20,https://www.numbeo.com/food-prices/in/Lisbon,544851,8.97
